Time,Jitter,PacketLoss
80.61,5.04,-1528
80.64,5.04,55558
80.67,5.04,61189
80.70,5.04,-1787
80.73,5.04,1028
80.77,5.05,1795
80.79,5.05,59393
80.83,5.05,59136
80.86,5.05,61695
80.89,5.05,511
80.92,5.06,58365
80.95,5.06,61948
80.98,5.06,2044
81.02,5.06,1275
81.05,5.06,-1542
81.08,5.07,-2055
81.11,5.07,-1544
81.14,5.07,58102
81.18,5.07,59637
81.20,5.07,1269
81.24,5.08,61171
81.27,5.08,-2573
81.30,5.08,498
81.33,5.08,-783
81.36,5.08,496
81.39,5.09,62958
81.42,5.09,-2322
81.45,5.09,61676
81.49,5.09,-2580
81.52,5.09,-2581
81.55,5.10,60649
81.58,5.10,59624
81.61,5.10,61671
81.65,5.10,60390
81.68,5.10,-26
81.71,5.11,61924
81.74,5.11,-2332
81.77,5.11,62946
81.80,5.11,54497
81.83,5.11,61920
81.87,5.12,-1568
81.90,5.12,58846
81.93,5.12,3550
81.96,5.12,477
81.99,5.12,-292
82.02,5.13,-2085
82.05,5.13,60889
82.08,5.13,-2343
82.12,5.13,61655
82.15,5.13,-2345
82.18,5.13,62933
82.21,5.14,-2603
82.24,5.14,62931
82.27,5.14,-1837
82.30,5.14,2770
82.34,5.14,59600
82.37,5.15,464
82.40,5.15,-2097
82.43,5.15,61133
82.46,5.15,60620
82.50,5.15,62411
82.53,5.16,-1333
82.56,5.16,57289
82.59,5.16,-55
82.62,5.16,62151
82.65,5.16,199
82.68,5.17,60869
82.71,5.17,61380
82.75,5.17,58819
82.78,5.17,-1597
82.81,5.17,61633
82.84,5.18,60352
82.87,5.18,60607
82.90,5.18,59070
82.93,5.18,61885
82.96,5.18,62908
83.00,5.19,-2628
83.03,5.19,187
83.06,5.19,-326
83.09,5.19,-1863
83.12,5.19,-2632
83.15,5.20,-1353
83.19,5.20,62133
83.22,5.20,5045
83.25,5.20,61875
83.28,5.20,-2125
83.31,5.21,5298
83.34,5.21,1969
83.37,5.21,-2128
83.41,5.21,-849
83.44,5.21,61869
83.47,5.22,62892
83.50,5.22,62123
83.53,5.22,-2389
83.56,5.22,938
83.60,5.22,-2647
83.63,5.23,62119
83.66,5.23,-1881
83.69,5.23,-2650
83.72,5.23,61092
83.75,5.23,-604
83.78,5.24,61602
83.82,5.24,162
83.85,5.24,61088
83.88,5.24,59551
83.91,5.24,-1889
83.94,5.24,-1890
83.97,5.25,-867
84.00,5.25,60571
84.03,5.25,56474
84.07,5.25,6810
84.10,5.25,59800
84.13,5.26,58519
84.16,5.26,-2665
84.19,5.26,-106
84.22,5.26,661
84.26,5.26,-1644
84.29,5.27,2451
84.32,5.27,1682
84.35,5.27,-623
84.38,5.27,656
84.41,5.27,-1649
84.45,5.28,2958
84.48,5.28,-1139
84.51,5.28,59787
84.54,5.28,59786
84.57,5.28,59017
84.60,5.29,62856
84.63,5.29,59015
84.66,5.29,60294
84.70,5.29,58245
84.73,5.29,56964
84.76,5.30,-1660
84.79,5.30,61058
84.82,5.30,60289
84.85,5.30,-1919
84.88,5.30,-640
84.91,5.31,62846
84.95,5.31,-1410
84.98,5.31,-2691
85.01,5.31,-2180
85.04,5.31,62074
85.07,5.32,-1926
85.10,5.32,62584
85.14,5.32,59511
85.17,5.32,-2441
85.20,5.32,62837
85.23,5.33,61812
85.26,5.33,628
85.29,5.33,-1677
85.32,5.33,61809
85.36,5.33,113
85.39,5.34,-912
85.42,5.34,62830
85.45,5.34,61293
85.48,5.34,62828
85.51,5.34,56427
85.55,5.35,58218
85.58,5.35,-1174
85.61,5.35,1385
85.64,5.35,62567
85.67,5.35,-2457
85.70,5.36,5734
85.73,5.36,-1435
85.76,5.36,-1180
85.80,5.36,-1437
85.83,5.36,57953
85.86,5.36,-2207
85.89,5.37,60255
85.92,5.37,-929
85.95,5.37,6238
85.98,5.37,2909
86.02,5.37,60507
86.05,5.38,5211
86.08,5.38,58457
86.11,5.38,57432
86.14,5.38,61271
86.17,5.38,-169
